word,training_document_frequency,feature_mean,correlation
longer,3,0.000687925,0.0108047156
look,2,0.00092665,0.0125251117
looked,1,0.000340825,0.0070685758
looking,4,0.002184375,-0.0003022681
looks,2,0.0006187,0.0108452947
looms,1,0.00027545,-0.0051781316
loooonnnnng,1,0.00072185,-0.0149809273
loop,1,0.00033575,0.0083780427
lose,1,0.000330675,0.0051084588
loses,1,0.000141925,0.0003730226
losing,2,0.000811475,0.0136422079
loss,0,0.0,0.0
lost,3,0.000715775,-0.0053001511
lot,2,0.000533775,0.004547893
lots,1,0.000141925,0.0003730226
loud,1,0.000337725,-0.0026396717
lounge,1,0.000890725,3.0471e-06
lovable,1,0.000890725,3.0471e-06
love,7,0.003212875,0.0058197495
loved,2,0.0008018,0.0148089578
lover,2,0.000811475,0.0129346301
loves,1,0.000397275,0.0111953307
low,2,0.000747525,0.0034478934
lowest,0,0.0,0.0
luchino,0,0.0,0.0
lumbers,0,0.0,0.0
lurid,0,0.0,0.0
lurking,1,0.000862775,0.0063526048
lust,0,0.0,0.0
luxuries,1,0.000503175,0.0101392331
luxury,1,0.00028395,0.0007463081
lying,1,0.00072185,-0.0149809273
m,4,0.001927525,-0.0022327591
machine,1,0.000330675,0.0051084588
mad,1,0.000736325,0.013044399
made,8,0.002560175,0.0162328538
magazine,1,0.00032195,-0.0061786703
magic,0,0.0,0.0
main,0,0.0,0.0
mainly,0,0.0,0.0
maintaining,0,0.0,0.0
majority,0,0.0,0.0
make,11,0.003489825,-0.0229775019
makers,1,0.000141925,0.0003730226
makes,7,0.002461975,0.0228147423
making,3,0.001279175,-0.0026903632
male,2,0.0010751,-0.0139333706
malevolent,1,0.000736325,0.013044399
man,8,0.0028465,-0.0090670271
managed,1,0.00032195,-0.0061786703
manhattan,0,0.0,0.0
manifested,0,0.0,0.0
mannequins,0,0.0,0.0
manner,0,0.0,0.0
mannered,1,0.000862775,0.0063526048
manual,0,0.0,0.0
manuscript,2,0.000582975,0.0086840273
many,10,0.004096775,0.0114251582
map,0,0.0,0.0
markham,1,0.000141925,0.0003730226
marriage,1,0.001624175,-0.0365085135
martyr,0,0.0,0.0
martyrs,1,0.00027545,-0.0051781316
marvelous,0,0.0,0.0
mary,1,0.000306725,-0.0023973745
material,0,0.0,0.0
matter,2,0.00076655,0.015628728
maturity,0,0.0,0.0
maupin,4,0.001308475,0.0299094694
maupins,1,0.000397275,0.0111953307
maureen,1,0.00072185,-0.0149809273
may,6,0.001928225,0.0122436895
maybe,7,0.00325295,-0.010927861
me,8,0.003602225,0.0066871412
meager,0,0.0,0.0
mean,1,0.000687,-0.0050195586
meaning,2,0.00076735,-0.0154717705
means,1,0.0001289,0.0003387889
medical,1,0.0003903,0.0048814884
medicine,0,0.0,0.0
mediocre,3,0.0022734,-0.0152660794
meditative,0,0.0,0.0
meet,3,0.00156545,-0.0092568337
meeting,1,0.000569325,0.0078311832
meets,1,0.0002516,0.0050698684
meh,0,0.0,0.0
mel,3,0.0019447,0.0172424947
melodrama,1,0.000337725,-0.0026396717
members,1,0.000890725,3.0471e-06
memorable,1,0.000569325,0.0078311832
men,1,0.0006747,-0.0084905258
mental,2,0.00060785,0.008422424
mention,0,0.0,0.0
mere,0,0.0,0.0
merely,1,0.00070635,-0.0050897004
mess,2,0.00204405,-0.0392710346
message,1,0.00027545,-0.0051781316
messed,0,0.0,0.0
met,1,0.000569325,0.0078311832
metal,0,0.0,0.0
metaphorically,0,0.0,0.0
method,1,0.00027545,-0.0051781316
michael,1,0.000141925,0.0003730226
mid,2,0.000510825,-0.004579808
middle,2,0.0004044,-0.00191114
might,4,0.001554,0.0063109623
mild,1,0.0007836,0.00576964
miles,1,0.000141925,0.0003730226
millionaire,1,0.000736325,0.013044399
min,1,0.00033575,0.0083780427
mind,3,0.0010631,0.0055592842
mindless,1,0.0006102,-0.0049359133
mine,0,0.0,0.0
minor,1,0.00049975,0.013958142
minutes,6,0.0031943,-0.0086079968
miracle,0,0.0,0.0
miranda,0,0.0,0.0
miscalculated,1,0.00077775,-0.0056041827
miserably,0,0.0,0.0
miss,2,0.000982275,-0.0087523855
missed,1,0.000141925,0.0003730226
mistake,1,0.000141925,0.0003730226
mixed,1,0.000634725,0.0075923842
mob,1,0.0009688,-0.0139066999
model,1,0.000141925,0.0003730226
modern,1,0.0003903,0.0048814884
molly,1,0.000503175,0.0101392331
mom,1,0.00049975,0.013958142
moment,1,0.0006192,0.005499898
moments,3,0.00130565,0.0101359714
money,1,0.000457,0.0092087833
monitor,1,0.0002516,0.0050698684
monopoly,1,0.0002516,0.0050698684
monotonous,1,0.00032195,-0.0061786703
monster,1,0.001269425,-0.0240380732
montage,0,0.0,0.0
monte,1,0.000141925,0.0003730226
month,1,0.0002516,0.0050698684
mood,1,0.00033575,0.0083780427
mop,0,0.0,0.0
more,17,0.004462825,0.0238359001
moritz,1,0.00032195,-0.0061786703
moronic,0,0.0,0.0
morris,1,0.0002516,0.0050698684
morton,3,0.001032075,0.0163139424
mortuary,0,0.0,0.0
mosquito,0,0.0,0.0
most,9,0.003638975,-0.0119139044
mostly,2,0.00140975,-0.018160507
mother,4,0.00206765,-0.0146599657
motivational,0,0.0,0.0
motives,1,0.0002516,0.0046803136
mount,1,0.000141925,0.0003730226
mouthed,1,0.000836725,-0.0066973172
mouths,0,0.0,0.0
move,2,0.00054705,0.0137127157
moved,1,0.00028735,0.0059595255
moves,1,0.000283075,0.007063632
movie,27,0.016066075,-0.0515864511
movies,8,0.00372415,0.0044237242
moving,0,0.0,0.0
mr,2,0.00056185,0.0113703096
ms,1,0.000661325,0.0102165315
much,14,0.006376625,0.0145359374
multiple,0,0.0,0.0
murals,0,0.0,0.0
murder,4,0.002657325,-0.0452299687
museum,1,0.000141925,0.0003730226
music,1,0.00020695,-0.0038904133
musical,0,0.0,0.0
musician,0,0.0,0.0
musing,0,0.0,0.0
mussolini,0,0.0,0.0
must,5,0.003302375,-0.0219367332
mustachioed,0,0.0,0.0
mute,0,0.0,0.0
muted,1,0.00027545,-0.0051781316
mutilating,0,0.0,0.0
mutual,1,0.0002516,0.0050698684
my,13,0.00526425,-0.0122249728
myself,0,0.0,0.0
mysterious,1,0.0003903,0.0048814884
mystery,4,0.001648375,0.0188105902
n,1,0.0005542,-0.0044829288
naked,1,0.000756425,-0.0055268116
name,1,0.0002516,0.0050698684
named,3,0.00148975,0.0319218043
namely,1,0.00033575,0.0083780427
names,1,0.000634725,-0.0131733591
nap,1,0.000756425,-0.0055268116
narration,1,0.00033575,0.0083780427
narrative,1,0.0009688,-0.0139066999
naturally,2,0.000761925,0.0161100653
nature,3,0.0011036,0.004720275
navigator,1,0.000141925,0.0003730226
navy,1,0.000141925,0.0003730226
nc,1,0.000756425,-0.0055268116
near,3,0.000969525,-0.0003992452
neatly,0,0.0,0.0
necessarily,1,0.000141925,0.0003730226
necessary,1,0.0002285,0.0046043916
necking,1,0.0006102,-0.0049359133
need,1,0.000232225,-0.0043655531
needed,2,0.001944725,0.0059098736
needle,0,0.0,0.0
needs,2,0.000903875,0.0092212719
negligible,0,0.0,0.0
neither,1,0.000746275,0.0109007462
nell,1,0.000337725,-0.0026396717
netherworld,1,0.0006102,-0.0049359133
neurotic,1,0.000337725,-0.0026396717
never,8,0.003286075,0.0110711035
nevertheless,1,0.0010935,-0.0163728
new,7,0.0020954,0.0209803789
news,1,0.000634725,0.0075923842
next,2,0.000805275,0.0044218873
nice,4,0.00272865,0.0024936757
nickname,1,0.0002516,0.0050698684
nicotine,1,0.00027545,-0.0051781316
night,8,0.003200375,0.0540559319
nightmare,1,0.0003903,0.0048814884
nightmarish,1,0.0002516,0.0046803136
nine,1,0.00049975,0.013958142
nineties,0,0.0,0.0
ninety,0,0.0,0.0
no,16,0.00559345,-0.0074641259
nod,0,0.0,0.0
nominated,2,0.0010159,0.0013302443
non,1,0.000250175,-0.0047029917
none,1,0.00066875,0.0118472711
nonetheless,1,0.000836725,-0.0066973172
noon,1,0.0019513,0.0244049407
nor,1,0.000634725,0.0075923842
norm,1,0.0002516,0.0046803136
nostalgia,1,0.0006102,-0.0049359133
not,26,0.009056975,-0.0069802339
notch,1,0.00033575,0.0083780427
note,0,0.0,0.0
notes,1,0.00049975,0.013958142
noteworthy,1,0.000756425,-0.0055268116
nothing,8,0.0036876,-0.0276120181
notice,1,0.001041925,0.0009060697
noticed,2,0.000700125,0.0160750881
notwithstanding,1,0.0010619,-0.0166041122
nourishment,0,0.0,0.0
novice,1,0.0002516,0.0046803136
now,4,0.001178625,0.0269313298
nowhere,1,0.000759925,-0.0060825943
nt,0,0.0,0.0
nudity,0,0.0,0.0
number,2,0.000892825,0.0145433896
numbers,0,0.0,0.0
nurse,1,0.0002516,0.0046803136
o,0,0.0,0.0
observant,1,0.0002516,0.0050698684
obsession,1,0.000862775,0.0063526048
obstacle,0,0.0,0.0
obvious,1,0.000330675,0.0051084588
obviously,1,0.0005542,-0.0044829288
occasionally,1,0.0003903,0.0048814884
occurs,0,0.0,0.0
ocean,1,0.000141925,0.0003730226
odd,2,0.000806675,0.0102389642
odds,0,0.0,0.0
of,39,0.0258082,-0.0523237147
off,10,0.00391955,-0.0289400329
offer,0,0.0,0.0
offers,1,0.000330675,0.0051084588
official,1,0.000330675,0.0051084588
officially,1,0.000340825,0.0070685758
often,1,0.000736325,0.013044399
oh,8,0.00258895,0.0399359862
oil,1,0.00028395,0.0007463081
old,8,0.0028948,-0.0072501442
on,21,0.006740375,0.0115080776
once,4,0.00223315,-0.0069195887
one,23,0.00941575,-0.0011760525
online,1,0.000340825,0.0070685758
only,15,0.004907175,-0.055339844
ono,0,0.0,0.0
onto,1,0.001041925,0.0009060697
onward,0,0.0,0.0
open,0,0.0,0.0
opened,1,0.00028395,0.0007463081
opening,3,0.001922475,-0.0114692106
openings,1,0.00033575,0.0083780427
opens,1,0.0005542,-0.0044829288
opinion,1,0.0003608,0.0101674541
opportunity,1,0.000141925,0.0003730226
or,18,0.006592725,-0.0005917648
orchestra,1,0.0009688,-0.0139066999
ordained,0,0.0,0.0
ordeals,0,0.0,0.0
order,1,0.0014751,-0.0331575774
ordinarily,1,0.00032195,-0.0061786703
ordinary,0,0.0,0.0
organizations,1,0.000330675,0.0051084588
oriental,0,0.0,0.0
orientated,1,0.000141925,0.0003730226
original,2,0.00070395,0.0089352208
originality,1,0.0010619,-0.0166041122
origins,1,0.000824225,-0.0174492568
oscar,3,0.00122165,-0.0056467065
other,10,0.003026425,0.0035131864
others,1,0.0002285,0.0046043916
otherwise,3,0.001052525,-0.0119291701
ouimet,0,0.0,0.0
ounce,1,0.00032195,-0.0061786703
our,1,0.000314875,0.0088732736
ourselves,2,0.00132525,-0.0049129075
out,21,0.009546525,-0.0855646888
outclass,0,0.0,0.0
outcome,1,0.000746275,0.0109007462
outdated,1,0.00038345,-0.0052703619
outdoors,0,0.0,0.0
outsider,1,0.000824225,-0.0174492568
outstanding,1,0.000824225,-0.0174492568
outstretching,0,0.0,0.0
over,7,0.002492775,-0.0008499658
overall,1,0.0007695,0.0086915754
overcome,0,0.0,0.0
overconfident,0,0.0,0.0
overexciting,1,0.0010935,-0.0163728
overkill,1,0.000330675,0.0051084588
overpowering,0,0.0,0.0
own,3,0.0009184,0.0108017592
pace,1,0.000141925,0.0003730226
paced,1,0.001041925,0.0009060697
pacing,2,0.001978675,-0.0077920289
paid,1,0.000694575,-0.0047031987
pain,0,0.0,0.0
painful,2,0.001003875,-0.0183929027
painfully,2,0.0013713,-0.0215857753
paintings,1,0.000141925,0.0003730226
paired,0,0.0,0.0
pals,1,0.0002516,0.0050698684
pant,1,0.00032195,-0.0061786703
paper,1,0.000337725,-0.0026396717
parade,1,0.00027545,-0.0051781316
paranoia,1,0.0002516,0.0046803136
parent,0,0.0,0.0
parents,3,0.0009594,0.002181305
park,0,0.0,0.0
parody,1,0.000337725,-0.0026396717
parrot,1,0.000836725,-0.0066973172
part,3,0.00128615,0.0063252126
participate,0,0.0,0.0
particularity,0,0.0,0.0
particularly,1,0.00033575,0.0083780427
partisans,0,0.0,0.0
partner,1,0.00033575,0.0083780427
parts,2,0.001765525,0.0074285515
party,1,0.0006102,-0.0049359133
passengers,1,0.000141925,0.0003730226
passivity,0,0.0,0.0
past,2,0.000505425,0.0045207033
pataki,1,0.000141925,0.0003730226
patches,0,0.0,0.0
pathetic,1,0.0007889,0.0038314257
pathos,1,0.00027545,-0.0051781316
patrick,4,0.00130455,0.0273203623
patroni,1,0.00028395,0.0007463081
patterns,0,0.0,0.0
paul,2,0.001445325,-0.0274435715
paxton,0,0.0,0.0
pay,1,0.000836725,-0.0066973172
pays,1,0.0002516,0.0046803136
peasant,0,0.0,0.0
peasants,0,0.0,0.0
pencil,1,0.000337725,-0.0026396717
penned,1,0.0002516,0.0046803136
people,7,0.004015,-0.023587824
pepto,2,0.00089725,0.0164516627
per,1,0.000634725,0.0075923842
perennial,0,0.0,0.0
perfect,2,0.000895475,0.0138615816
performance,6,0.003197025,0.015507061
performances,5,0.001496875,0.0039951314
performing,1,0.000634725,0.0075923842
perhaps,2,0.000579475,0.0094713312
period,2,0.0003826,0.0058979047
perky,0,0.0,0.0
permanent,1,0.000569325,0.0078311832
perpetual,1,0.00027545,-0.0051781316
person,3,0.001778125,0.0266685989
personal,1,0.000304925,0.0076088598
personality,1,0.000503175,0.0093601621
personally,1,0.00033575,0.0083780427
personnel,1,0.000397275,0.0111953307
perspective,1,0.000634725,0.0075923842
perspectives,0,0.0,0.0
pete,3,0.001976325,0.0412774913
peter,1,0.0003903,0.0048814884
pettiness,1,0.0007889,0.0038314257
phenomenon,1,0.0003903,0.0048814884
philip,1,0.000141925,0.0003730226
phone,1,0.000731475,0.0113331821
phones,0,0.0,0.0
phony,0,0.0,0.0
photo,2,0.00067035,0.0165873988
photographed,0,0.0,0.0
photographic,1,0.00072185,-0.0149809273
photography,1,0.001314825,-0.000936568
physical,2,0.000528825,0.0088901972
physicality,0,0.0,0.0
physically,1,0.000340825,0.0070685758
pick,2,0.000814575,-0.0143974339
picking,0,0.0,0.0
picnics,0,0.0,0.0
picture,1,0.000694925,-0.0147119109
pictures,2,0.000503325,-0.0001593118
piece,3,0.0009509,0.0043745228
pieces,1,0.000141925,0.0003730226
pig,1,0.0009688,-0.0139066999
pilot,1,0.000141925,0.0003730226
pipes,0,0.0,0.0
pistol,0,0.0,0.0
pithy,0,0.0,0.0
pity,1,0.0007165,0.0034798029
pizza,0,0.0,0.0
place,2,0.001237275,-0.0086268665
plain,2,0.001303275,-0.021110369
plan,2,0.0003574,0.0049431806
plane,1,0.00099365,0.0026116183
planned,1,0.000141925,0.0003730226
planning,1,0.000330675,0.0051084588
planted,1,0.0002516,0.0046803136
platforms,0,0.0,0.0
platitudes,1,0.00027545,-0.0051781316
play,3,0.0009605,-0.00077489
played,5,0.00215325,-0.007131467
players,1,0.0003608,0.0101674541
playing,0,0.0,0.0
plays,4,0.001375975,0.003714253
please,1,0.000397275,0.0111953307
pleased,0,0.0,0.0
pleasures,0,0.0,0.0
plenty,1,0.000141925,0.0003730226
plot,11,0.005938,-0.0444155486
plots,0,0.0,0.0
plus,1,0.000746275,0.0109007462
pochath,0,0.0,0.0
poem,1,0.000675475,-0.0052795388
poignant,0,0.0,0.0
point,3,0.00109135,-0.0187480708
pointless,0,0.0,0.0
points,1,0.000664325,0.0102927868
policy,0,0.0,0.0
polite,1,0.000337725,-0.0026396717
pomp,1,0.0007889,0.0038314257
ponderous,1,0.00027545,-0.0051781316
pool,0,0.0,0.0
poor,3,0.001205875,-0.0142512933
pop,1,0.0003903,0.0048814884
popsicle,1,0.00032195,-0.0061786703
popular,3,0.0007318,0.0114938554
portray,0,0.0,0.0
portrayal,2,0.001300675,0.0128821136
portrayed,2,0.0015037,0.0055693351
pose,0,0.0,0.0
poseidon,1,0.000141925,0.0003730226
positioning,0,0.0,0.0
positive,1,0.0014751,-0.0331575774
possibly,2,0.000528825,0.0088901972
poster,0,0.0,0.0
pot,1,0.0002516,0.0046803136
potentially,1,0.000694575,-0.0047031987
power,1,0.0010935,-0.0163728
powerful,1,0.000800275,-0.0100707804
practically,0,0.0,0.0
pre,1,0.0005542,-0.0044829288
predecessors,1,0.000141925,0.0003730226
predictable,5,0.002520875,0.00175485
preferring,1,0.000141925,0.0003730226
prejudices,0,0.0,0.0
premise,3,0.0015916,0.0158725861
preparation,1,0.000141925,0.0003730226
prepared,2,0.000570425,0.0130231575
presence,1,0.0003608,0.0101674541
pressed,0,0.0,0.0
pressure,0,0.0,0.0
pressures,1,0.0006102,-0.0049359133
pressuring,1,0.0002516,0.0050698684
presume,0,0.0,0.0
pretend,1,0.00027545,-0.0051781316
pretense,0,0.0,0.0
pretensions,1,0.0010619,-0.0166041122
pretentious,2,0.001214625,-0.0197833533
pretty,4,0.001658825,-0.0083001558
prevents,0,0.0,0.0
preview,1,0.0007836,0.00576964
previews,1,0.00049975,0.013958142
previous,1,0.000681775,0.0060557057
price,1,0.0009127,0.0103090329
pride,1,0.0001289,0.0003387889
princess,1,0.00077775,-0.0056041827
prior,1,0.0002285,0.0046043916
prisons,1,0.00038345,-0.0052703619
private,1,0.000766925,-0.0105410673
probably,8,0.003979525,0.0231511576
problem,0,0.0,0.0
problems,2,0.0007481,0.005838687
proceedings,0,0.0,0.0
process,1,0.00032195,-0.0061786703
producers,1,0.000634725,-0.0131733591
produces,1,0.001624175,-0.0365085135
production,2,0.0009668,0.0059850568
profession,1,0.0007165,0.0034798029
professionalism,0,0.0,0.0
profound,0,0.0,0.0
programs,1,0.0007889,0.0038314257
project,1,0.0002516,0.0050698684
projects,0,0.0,0.0
promising,0,0.0,0.0
promoting,1,0.00027545,-0.0051781316
prompts,1,0.000569325,0.0078311832
pronounced,1,0.00027545,-0.0051781316
propel,0,0.0,0.0
properly,2,0.0004213,-0.0052727756
prose,1,0.00027545,-0.0051781316
prove,1,0.0003903,0.0048814884
proven,0,0.0,0.0
provoking,0,0.0,0.0
prozac,1,0.00027545,-0.0051781316
psychiatrists,1,0.0003903,0.0048814884
psycho,1,0.000330675,0.0051084588
psychological,2,0.0006987,-0.0041593431
psychologists,1,0.0003903,0.0048814884
public,1,0.000141925,0.0003730226
pull,1,0.000890725,3.0471e-06
punched,1,0.00049975,0.013958142
punctuate,0,0.0,0.0
pure,2,0.0011144,-0.0016491698
pursue,0,0.0,0.0
put,2,0.001370675,0.0052030864
puts,0,0.0,0.0
putting,1,0.0009688,-0.0139066999
pyschosis,1,0.0003903,0.0048814884
q,1,0.00038345,-0.0052703619
qualities,0,0.0,0.0
quality,1,0.000397275,0.0111953307
quentin,1,0.000836725,-0.0066973172
quest,1,0.00027545,-0.0051781316
question,1,0.000330675,0.0051084588
questions,1,0.000300325,0.0046395945
quibble,1,0.00049975,0.013958142
quick,2,0.000657825,0.0016330487
quickly,0,0.0,0.0
quietly,1,0.000337725,-0.0026396717
quinlan,1,0.000141925,0.0003730226
quirky,1,0.00057645,0.0068953167
quit,0,0.0,0.0
quite,2,0.000806975,0.0078173628
quitting,0,0.0,0.0
quotations,1,0.000337725,-0.0026396717
r,2,0.000923225,-0.0098830907
rabid,0,0.0,0.0
race,1,0.0012204,-0.0098718266
racing,1,0.0006102,-0.0049359133
racism,1,0.0002516,0.0050698684
rack,1,0.00032195,-0.0061786703
radio,4,0.0012261,0.0204254125
rage,0,0.0,0.0
rain,0,0.0,0.0
raises,1,0.000569325,0.0078311832
ran,1,0.0007889,0.0038314257
ranchers,0,0.0,0.0
randall,0,0.0,0.0
rang,1,0.00038345,-0.0052703619
range,0,0.0,0.0
rap,1,0.000824225,-0.0174492568
rapper,0,0.0,0.0
rappers,0,0.0,0.0
rare,0,0.0,0.0
rarely,1,0.000337725,-0.0026396717
rate,0,0.0,0.0
rated,1,0.0009127,0.0103090329
rates,1,0.000634725,0.0075923842
rather,3,0.000774675,0.0179988418
rating,1,0.000694575,-0.0047031987
rattle,1,0.0002516,0.0046803136
razzie,1,0.000141925,0.0003730226
re,3,0.00058855,0.0034312935
reach,1,0.000330675,0.0051084588
reached,1,0.001363525,0.0121111894
reaches,1,0.0003903,0.0048814884
reaching,1,0.0002516,0.0050698684
read,6,0.002037425,0.0319352011
readily,0,0.0,0.0
reading,2,0.00060785,0.008422424
reads,1,0.0002516,0.0046803136
real,5,0.0010717,0.0094364602
realistic,2,0.003174725,-0.0137961285
reality,3,0.00145205,0.0122818088
realize,0,0.0,0.0
realized,0,0.0,0.0
really,5,0.00229735,-0.0271483848
realm,1,0.0003903,0.0048814884
reason,3,0.00131515,-0.0221616471
reasons,1,0.000141925,0.0003730226
recalled,1,0.0007889,0.0038314257
recede,0,0.0,0.0
recent,1,0.000634725,0.0075923842
recently,1,0.000250175,-0.0047029917
recipe,0,0.0,0.0
reckon,1,0.00028395,0.0007463081
recognizable,0,0.0,0.0
recognized,1,0.00038345,-0.0052703619
recognizes,0,0.0,0.0
recommend,3,0.001172275,0.0065330336
recommended,1,0.000517075,0.0071124736
recounting,0,0.0,0.0
recreational,0,0.0,0.0
red,1,0.0006556,-0.0136060067
redecorated,0,0.0,0.0
redeem,1,0.00032195,-0.0061786703
reek,0,0.0,0.0
reference,1,0.000337725,-0.0026396717
reflect,0,0.0,0.0
reflection,1,0.001648375,-0.0307628482
refreshing,1,0.000453875,0.0126768419
refusal,0,0.0,0.0
refusing,0,0.0,0.0
regarding,0,0.0,0.0
regional,0,0.0,0.0
regrettably,1,0.000824225,-0.0174492568
rehab,0,0.0,0.0
rejection,0,0.0,0.0
relate,2,0.001447925,0.0160624268
related,1,0.0010935,-0.0163728
relationship,1,0.000330675,0.0051084588
relationships,1,0.000630825,-0.0042715262
release,2,0.000763425,0.0190967865
released,0,0.0,0.0
relevance,1,0.00027545,-0.0051781316
relief,1,0.00027545,-0.0051781316
reluctant,0,0.0,0.0
remake,0,0.0,0.0
remedy,1,0.0003903,0.0048814884
remember,0,0.0,0.0
remind,2,0.000966675,-0.0012231888
reminded,1,0.000397275,0.0111953307
reminding,1,0.000337725,-0.0026396717
reminiscent,0,0.0,0.0
rent,4,0.003398875,-0.0370720392
repeated,0,0.0,0.0
repeatedly,1,0.0007889,0.0038314257
repeats,0,0.0,0.0
repetitive,1,0.0002516,0.0046803136
rephrase,1,0.000836725,-0.0066973172
replace,0,0.0,0.0
replacement,0,0.0,0.0
replaces,0,0.0,0.0
replies,0,0.0,0.0
report,1,0.000634725,0.0075923842
reports,1,0.000340825,0.0070685758
request,1,0.000397275,0.0111953307
requisite,0,0.0,0.0
rescue,1,0.0001289,0.0003387889
rescued,1,0.0002516,0.0046803136
resistance,0,0.0,0.0
resolution,1,0.00027545,-0.0051781316
respect,0,0.0,0.0
rest,3,0.002692775,-0.0224183193
restaurant,2,0.001011275,0.0025191594
restraint,1,0.000397275,0.0111953307
result,1,0.00030955,0.0064199447
results,2,0.001781825,-0.0355549519
resurfaced,1,0.000340825,0.0070685758
retrospect,0,0.0,0.0
returns,1,0.000330675,0.0051084588
reveals,1,0.0002516,0.0046803136
revelation,1,0.000300325,0.0046395945
review,1,0.000397275,0.0111953307
reviewed,1,0.000340825,0.0070685758
reviews,2,0.000826625,0.0135324183
reviled,1,0.000890725,3.0471e-06
reworked,1,0.000337725,-0.0026396717
rich,2,0.000756,0.0131372544
ricochet,0,0.0,0.0
rides,0,0.0,0.0
ridiculously,0,0.0,0.0
rig,1,0.00028395,0.0007463081
right,6,0.002126025,0.036283333
rigid,0,0.0,0.0
ring,1,0.000731475,0.0113331821
ripoff,1,0.00072185,-0.0149809273
ripped,1,0.000634725,-0.0131733591
ripping,1,0.0010619,-0.0166041122
rise,1,0.0007486,-0.0158482376
rises,0,0.0,0.0
ritan,0,0.0,0.0
rival,2,0.0007827,0.0001214628
road,0,0.0,0.0
robert,1,0.000141925,0.0003730226
robin,11,0.00533775,0.065165739
rock,1,0.0006102,-0.0049359133
rod,2,0.00265,-0.0497712144
rodding,1,0.000836725,-0.0066973172
role,2,0.00128955,0.0294293621
roles,3,0.0013048,0.0188953253
roll,1,0.0006102,-0.0049359133
rolling,1,0.00032195,-0.0061786703
romance,0,0.0,0.0
romantic,1,0.000616425,-0.0044417336
rome,0,0.0,0.0
room,2,0.000941725,0.0040666218
root,0,0.0,0.0
roots,0,0.0,0.0
rory,6,0.0020368,0.0312214152
rosanna,1,0.000694575,-0.0047031987
rosario,1,0.000756425,-0.0055268116
run,3,0.00061485,0.0113241008
running,1,0.000141925,0.0003730226
runs,2,0.0003574,0.0045893917
rural,0,0.0,0.0
rush,1,0.001041925,0.0009060697
rushed,1,0.000862775,0.0063526048
s,27,0.014715675,-0.0028743925
sack,1,0.0007889,0.0038314257
sacrificed,0,0.0,0.0
sad,1,0.000800275,-0.0100707804
saddles,2,0.00089725,0.0164516627
sadler,0,0.0,0.0
sadlers,0,0.0,0.0
said,5,0.0017161,0.0059364576
sailor,2,0.001057425,0.013967178
sally,1,0.0009688,-0.0139066999
same,2,0.0007731,0.0008177905
sanders,1,0.000736325,0.013044399
sandra,6,0.0021543,0.0352192701
sandwich,1,0.000330675,0.0051084588
sat,1,0.000634725,-0.0131733591
satire,1,0.0007889,0.0038314257
saturday,1,0.000634725,0.0075923842
save,1,0.000634725,-0.0131733591
saving,1,0.001152925,-0.021832007
saw,4,0.00224685,-0.0161400033
say,6,0.00237085,0.0124461506
saying,1,0.000330675,0.0051084588
says,3,0.0012682,-0.0012391954
scarf,0,0.0,0.0
scary,2,0.000973875,0.0167127315
scenario,1,0.0002516,0.0046803136
scene,9,0.00620055,-0.021692478
scenes,9,0.0058149,-0.0052800031
school,3,0.0018297,0.0166944143
schools,1,0.0007889,0.0038314257
schrader,2,0.000640675,-0.0103984605
science,1,0.001269425,-0.0240380732
scoff,0,0.0,0.0
scooby,1,0.0006102,-0.0049359133
scoreboard,0,0.0,0.0
scott,3,0.001501475,-0.0310271532
scraggy,1,0.00033575,0.0083780427
scramble,1,0.0007889,0.0038314257
scrappy,0,0.0,0.0
scratching,1,0.000337725,-0.0026396717
screen,3,0.001505075,0.000552163
screening,1,0.00072185,-0.0149809273
screenplay,4,0.00159235,-0.0038881726
screens,0,0.0,0.0
script,2,0.001151825,-0.0015513133
se,1,0.000634725,0.0075923842
sea,1,0.0001289,0.0003387889
searching,0,0.0,0.0
seasons,1,0.000681775,0.0060557057
seat,1,0.0006192,0.005499898
second,5,0.00237155,-0.0057063702
secret,1,0.000330675,0.0051084588
secrets,2,0.0009827,0.0175090351
secure,0,0.0,0.0
see,12,0.004598025,0.0179778646
seed,1,0.0002516,0.0046803136
seeing,1,0.000569325,0.0078311832
seeks,1,0.0003903,0.0048814884
seem,6,0.00248055,0.0038952478
seemed,6,0.0030989,-0.0206727716
seems,2,0.00058255,0.0067811154
seen,7,0.0034034,-0.0204860515
sees,0,0.0,0.0
self,2,0.000486,-0.0061964079
selling,1,0.000736325,0.013044399
semi,1,0.001314825,-0.000936568
sending,1,0.000141925,0.0003730226
sense,2,0.001091475,-0.0122666941
senseless,0,0.0,0.0
sensitivity,0,0.0,0.0
senso,0,0.0,0.0
sensuousness,0,0.0,0.0
sent,1,0.000330675,0.0051084588
separate,0,0.0,0.0
september,0,0.0,0.0
sequel,1,0.000141925,0.0003730226
sequels,1,0.000141925,0.0003730226
sequence,1,0.000141925,0.0003730226
sequences,0,0.0,0.0
serial,1,0.000340825,0.0070685758
series,1,0.00032195,-0.0061786703
serious,3,0.00094875,0.011328418
seriously,1,0.000726825,-0.0091464746
set,3,0.0005874,0.0001446696
sets,1,0.0002516,0.0050698684
setting,0,0.0,0.0
several,3,0.001658725,-0.0016919651
sew,1,0.00033575,0.0083780427
sex,0,0.0,0.0
sexual,2,0.0006594,0.0120422844
sexuality,1,0.001041925,0.0009060697
